Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1402048;LINESTRING (390567.01 7002952.28, 390608.92 7002972.33);0;46.4591282741119;1 - 1;13 - STR;4/0 CA;0.424;1.882;0.297;0.476;
ATA02;1328118;LINESTRING (395213.29 7007205.59, 395236.617823862 7007213.34313936);0;24.5824843347587;1 - 1;10 - RST;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1319054;LINESTRING (391530.61 7012233.69, 391518.722915494 7012211.47242924);0;25.1976829994239;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1349978;LINESTRING (386571.72 7001883.07, 386612.89 7001882.08);0;41.1819013645448;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349979;LINESTRING (386612.89 7001882.08, 386660.03 7001925.08);0;63.8057959749843;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1460203;LINESTRING (392096.768262575 6994026.14972216, 392113.75 6994080.2);0;56.6552022376515;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1310913;LINESTRING (395433.63 6996732.09, 395468.841653953 6996709.40036623);0;41.8889013310139;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310914;LINESTRING (395468.841653953 6996709.40036623, 395530.224510339 6996694.44497146);0;63.1784685698638;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310915;LINESTRING (395530.224510339 6996694.44497146, 395590.435296201 6996676.5868686);0;62.8032687992309;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310916;LINESTRING (395590.435296201 6996676.5868686, 395643.4365152 6996673.2284107);0;53.1075178750398;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310917;LINESTRING (395643.4365152 6996673.2284107, 395702.394146196 6996676.23119117);0;59.0340490159122;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310918;LINESTRING (395702.394146196 6996676.23119117, 395753.433818063 6996662.72093403);0;52.7974919129471;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310919;LINESTRING (395753.433818063 6996662.72093403, 395809.431140055 6996674.54970724);0;57.2330319478881;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1310920;LINESTRING (395809.431140055 6996674.54970724, 395862.34 6996695.06);0;56.7452162722681;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1320221;LINESTRING (397375.414836872 7014894.26829528, 397445.091334685 7014840.71021825);0;87.8822050396279;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1320222;LINESTRING (397445.091334685 7014840.71021825, 397500.526499129 7014794.51181341);0;72.1619710561516;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1320223;LINESTRING (397500.526499129 7014794.51181341, 397575.225497769 7014744.17146341);0;90.078250626144;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1413391;LINESTRING (390798.11 7002426.94, 390872.707592586 7002404.29950968);0;77.9576335042417;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413392;LINESTRING (390872.707592586 7002404.29950968, 390945.083740341 7002379.64813484);0;76.459120092809;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413393;LINESTRING (390945.083740341 7002379.64813484, 391013.155529253 7002340.64501563);0;78.4538829744719;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413394;LINESTRING (391013.155529253 7002340.64501563, 391080.396659691 7002341.50188587);0;67.2465898703176;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413395;LINESTRING (391080.396659691 7002341.50188587, 391133.726210676 7002355.65922214);0;55.1767267834676;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413396;LINESTRING (391133.726210676 7002355.65922214, 391200.346347811 7002341.02169331);0;68.2092363404379;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413397;LINESTRING (391200.346347811 7002341.02169331, 391246.57498905 7002300.35959145);0;61.5669862709244;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413398;LINESTRING (391246.57498905 7002300.35959145, 391275.713391174 7002272.50631349);0;40.3094476698978;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
